bigram	frequency	relative frequency	mutual information
juice packs	2.0	0.00028595939376608524	0.002611547154750907
john paul	2.0	0.00028595939376608524	0.0023339224323201137
proven wrong	2.0	0.00028595939376608524	0.0033675826679835995
democratic senators	2.0	0.00028595939376608524	0.0033675826679835995
dr david	2.0	0.00028595939376608524	0.0018891940487550279
recent years	2.0	0.00028595939376608524	0.0030330316238193693
handed women	2.0	0.00028595939376608524	0.0033675826679835995
gov arnold	2.0	0.00028595939376608524	0.0033675826679835995
light smoking	2.0	0.00028595939376608524	0.0027956638804514282
predict cognitive	2.0	0.00028595939376608524	0.0033675826679835995
development plans	2.0	0.00028595939376608524	0.0023339224323201137
david foster	2.0	0.00028595939376608524	0.0033675826679835995
democrats voted	2.0	0.00028595939376608524	0.0018231504585806294
los angeles	2.0	0.00028595939376608524	0.0033675826679835995
hard work	2.0	0.00028595939376608524	0.0033675826679835995
cheryl bushnell	2.0	0.00028595939376608524	0.0033675826679835995
human cases	2.0	0.00028595939376608524	0.0024611128362871985
health library	2.0	0.00028595939376608524	0.0015100319025025662
medical journal	2.0	0.00028595939376608524	0.0013523913862809893
middle age	2.0	0.00028595939376608524	0.0027956638804514282
critical habitat	2.0	0.00028595939376608524	0.0030330316238193693
cognitive decline	2.0	0.00028595939376608524	0.002611547154750907
light smokers	2.0	0.00028595939376608524	0.0027956638804514282
american medical	2.0	0.00028595939376608524	0.002223745092919258
immune system	2.0	0.00028595939376608524	0.0030330316238193693
increased risk	2.0	0.00028595939376608524	0.002611547154750907
durham north	2.0	0.00028595939376608524	0.0033675826679835995
paul stevens	2.0	0.00028595939376608524	0.0033675826679835995
cigarette smoking	2.0	0.00028595939376608524	0.0033675826679835995
medical association	2.0	0.00028595939376608524	0.0013523913862809893
bone fractures	2.0	0.00028595939376608524	0.0033675826679835995
gay marriage	2.0	0.00028595939376608524	0.0027956638804514282
moderate republicans	2.0	0.00028595939376608524	0.0030330316238193693
sepsis patients	2.0	0.00028595939376608524	0.0030330316238193693
annual meeting	2.0	0.00028595939376608524	0.0033675826679835995
researchers report	2.0	0.00028595939376608524	0.001251231671048459
sexual dysfunction	2.0	0.00028595939376608524	0.002223745092919258
h5n1 virus	2.0	0.00028595939376608524	0.002611547154750907
rehnquist roberts	2.0	0.00028595939376608524	0.0027956638804514282
duke center	2.0	0.00028595939376608524	0.0027956638804514282
roberts wife	2.0	0.00028595939376608524	0.0010545176869378719
low death	1.0	0.00014297969688304262	0.0010875767212605567
patients stories	1.0	0.00014297969688304262	0.0006829334558105011
significant cataracts	1.0	0.00014297969688304262	0.0013735361150266417
weight loss	1.0	0.00014297969688304262	0.0015408116371087568
30 percent	1.0	0.00014297969688304262	0.0015408116371087568
human infections	1.0	0.00014297969688304262	0.0010875767212605567
cancer houston	1.0	0.00014297969688304262	0.0005515546686680083
kill mammals	1.0	0.00014297969688304262	0.0015408116371087568
iraq ap	1.0	0.00014297969688304262	0.0011627938804924106
island head	1.0	0.00014297969688304262	0.001826771030874842
news conference	1.0	0.00014297969688304262	0.0015408116371087568
controls p=0	1.0	0.00014297969688304262	0.001826771030874842
foods appeared	1.0	0.00014297969688304262	0.001826771030874842
case control	1.0	0.00014297969688304262	0.0012548522433426716
researchers suggest	1.0	0.00014297969688304262	0.00048263613864118685
boston treating	1.0	0.00014297969688304262	0.0008375140624340937
bitter fighting	1.0	0.00014297969688304262	0.001826771030874842
central mechanism	1.0	0.00014297969688304262	0.001826771030874842
patients receiving	1.0	0.00014297969688304262	0.0006829334558105011
medical backgrounds	1.0	0.00014297969688304262	0.0005332159962574519
powerful environmental	1.0	0.00014297969688304262	0.001826771030874842
mice act	1.0	0.00014297969688304262	0.0010239815192770142
clear cut	1.0	0.00014297969688304262	0.0012548522433426716
term watching	1.0	0.00014297969688304262	0.001826771030874842
wb children	1.0	0.00014297969688304262	0.0015408116371087568
average 10	1.0	0.00014297969688304262	0.0013735361150266417
marriages california	1.0	0.00014297969688304262	0.0015408116371087568
species including	1.0	0.00014297969688304262	0.0007685955324072721
coaster ride	1.0	0.00014297969688304262	0.001826771030874842
2001 2002	1.0	0.00014297969688304262	0.001826771030874842
deflected inquiries	1.0	0.00014297969688304262	0.001826771030874842
influential federal	1.0	0.00014297969688304262	0.001826771030874842
1995 foster	1.0	0.00014297969688304262	0.001826771030874842
spinach carrots	1.0	0.00014297969688304262	0.001826771030874842
attorney general	1.0	0.00014297969688304262	0.001826771030874842
scientific data	1.0	0.00014297969688304262	0.0013735361150266417
high homocystein	1.0	0.00014297969688304262	0.0008768344867263255
researchers tracked	1.0	0.00014297969688304262	0.00048263613864118685
designating critical	1.0	0.00014297969688304262	0.001826771030874842
norwegian institute	1.0	0.00014297969688304262	0.0015408116371087568
titled detox	1.0	0.00014297969688304262	0.001826771030874842
mary landrieu	1.0	0.00014297969688304262	0.001826771030874842
p=0 0059	1.0	0.00014297969688304262	0.001826771030874842
cigarettes supporting	1.0	0.00014297969688304262	0.0010875767212605567
writer reviewed	1.0	0.00014297969688304262	0.0009688928495765864
baghdad iraq	1.0	0.00014297969688304262	0.001826771030874842
medical puzzle	1.0	0.00014297969688304262	0.0005332159962574519
analyzing medical	1.0	0.00014297969688304262	0.001826771030874842
older patient	1.0	0.00014297969688304262	0.0011627938804924106
adverse actions	1.0	0.00014297969688304262	0.0015408116371087568
reduces smokers	1.0	0.00014297969688304262	0.0015408116371087568
anti sepsis	1.0	0.00014297969688304262	0.001826771030874842
bill clinton	1.0	0.00014297969688304262	0.000570746603428814
adds confusion	1.0	0.00014297969688304262	0.001826771030874842
rated low	1.0	0.00014297969688304262	0.0013735361150266417
message schwarzenegger	1.0	0.00014297969688304262	0.0012548522433426716
southpaw women	1.0	0.00014297969688304262	0.001826771030874842
birth gestational	1.0	0.00014297969688304262	0.0015408116371087568
roberts vote	1.0	0.00014297969688304262	0.00038427914658589334
resources committee	1.0	0.00014297969688304262	0.001826771030874842
effect commented	1.0	0.00014297969688304262	0.0015408116371087568
make foster	1.0	0.00014297969688304262	0.0013735361150266417
threaten humans	1.0	0.00014297969688304262	0.001826771030874842
lincoln chafee	1.0	0.00014297969688304262	0.001826771030874842
cigarettes daily	1.0	0.00014297969688304262	0.0010875767212605567
including genocide	1.0	0.00014297969688304262	0.0013735361150266417
limits development	1.0	0.00014297969688304262	0.001826771030874842
oligohydramnios postpartum	1.0	0.00014297969688304262	0.001826771030874842
global influenza	1.0	0.00014297969688304262	0.001826771030874842
eddie gutierrez	1.0	0.00014297969688304262	0.001826771030874842
great administrator	1.0	0.00014297969688304262	0.0015408116371087568
risk rose	1.0	0.00014297969688304262	0.00033707890458689523
type 2	1.0	0.00014297969688304262	0.0015408116371087568
surgical anesthesia	1.0	0.00014297969688304262	0.001826771030874842
association 130th	1.0	0.00014297969688304262	0.0010875767212605567
predicting cognitive	1.0	0.00014297969688304262	0.0015408116371087568
ground washington	1.0	0.00014297969688304262	0.001826771030874842
house spokesman	1.0	0.00014297969688304262	0.00048263613864118685
foster works	1.0	0.00014297969688304262	0.0005515546686680083
homocysteine levels	1.0	0.00014297969688304262	0.0013735361150266417
sacramento california	1.0	0.00014297969688304262	0.001826771030874842
event senators	1.0	0.00014297969688304262	0.001826771030874842
neighborhood community	1.0	0.00014297969688304262	0.001826771030874842
russ feingold	1.0	0.00014297969688304262	0.001826771030874842
means business	1.0	0.00014297969688304262	0.001826771030874842
diets included	1.0	0.00014297969688304262	0.001826771030874842
homocystein predict	1.0	0.00014297969688304262	0.001826771030874842
virus ability	1.0	0.00014297969688304262	0.0008375140624340937
rights group	1.0	0.00014297969688304262	0.0010875767212605567
show foster	1.0	0.00014297969688304262	0.0008016173274944714
22 vote	1.0	0.00014297969688304262	0.0010875767212605567
impotence research	1.0	0.00014297969688304262	0.001826771030874842
pennsylvania school	1.0	0.00014297969688304262	0.0015408116371087568
program officer	1.0	0.00014297969688304262	0.0013735361150266417
smoking habits	1.0	0.00014297969688304262	0.0009203011991784416
association people	1.0	0.00014297969688304262	0.0010875767212605567
connor view	1.0	0.00014297969688304262	0.0011627938804924106
tv movie	1.0	0.00014297969688304262	0.0011627938804924106
bush john	1.0	0.00014297969688304262	0.0008016173274944714
woznicki medpage	1.0	0.00014297969688304262	0.001826771030874842
team led	1.0	0.00014297969688304262	0.0013735361150266417
model appears	1.0	0.00014297969688304262	0.001826771030874842
randomized study	1.0	0.00014297969688304262	0.001826771030874842
republican governor	1.0	0.00014297969688304262	0.0015408116371087568
london england	1.0	0.00014297969688304262	0.001826771030874842
began writing	1.0	0.00014297969688304262	0.0015408116371087568
today appears	1.0	0.00014297969688304262	0.0011627938804924106
hillary rodham	1.0	0.00014297969688304262	0.001826771030874842
advisory board	1.0	0.00014297969688304262	0.001826771030874842
snail darter	1.0	0.00014297969688304262	0.001826771030874842
confuses constitutional	1.0	0.00014297969688304262	0.001826771030874842
conducting tests	1.0	0.00014297969688304262	0.0015408116371087568
clinical nutrition	1.0	0.00014297969688304262	0.0015408116371087568
expressed concerns	1.0	0.00014297969688304262	0.001826771030874842
fellow harvard	1.0	0.00014297969688304262	0.001826771030874842
holmes senior	1.0	0.00014297969688304262	0.001826771030874842
odds ratios	1.0	0.00014297969688304262	0.0015408116371087568
assumed postures	1.0	0.00014297969688304262	0.001826771030874842
cancer turns	1.0	0.00014297969688304262	0.0005515546686680083
york dianne	1.0	0.00014297969688304262	0.0013735361150266417
surf foster	1.0	0.00014297969688304262	0.001826771030874842
senators split	1.0	0.00014297969688304262	0.0013735361150266417
formal diagnosis	1.0	0.00014297969688304262	0.001826771030874842
rhode island	1.0	0.00014297969688304262	0.001826771030874842
investiture ceremony	1.0	0.00014297969688304262	0.001826771030874842
house internist	1.0	0.00014297969688304262	0.00048263613864118685
postoperative infection	1.0	0.00014297969688304262	0.001826771030874842
care cancer	1.0	0.00014297969688304262	0.0011627938804924106
england reuters	1.0	0.00014297969688304262	0.0015408116371087568
private individuals	1.0	0.00014297969688304262	0.0011627938804924106
rich diet	1.0	0.00014297969688304262	0.0013735361150266417
researchers tested	1.0	0.00014297969688304262	0.00048263613864118685
infection risk	1.0	0.00014297969688304262	0.0013735361150266417
federal agencies	1.0	0.00014297969688304262	0.0011627938804924106
wb network	1.0	0.00014297969688304262	0.0015408116371087568
rats washington	1.0	0.00014297969688304262	0.0010875767212605567
percent nitrous	1.0	0.00014297969688304262	0.0010239815192770142
iyad allawi	1.0	0.00014297969688304262	0.001826771030874842
allawi declared	1.0	0.00014297969688304262	0.0012548522433426716
allowing gay	1.0	0.00014297969688304262	0.0015408116371087568
ill effects	1.0	0.00014297969688304262	0.0015408116371087568
identifying risk	1.0	0.00014297969688304262	0.001826771030874842
40 1	1.0	0.00014297969688304262	0.0015408116371087568
western reserve	1.0	0.00014297969688304262	0.001826771030874842
spokesman scott	1.0	0.00014297969688304262	0.0015408116371087568
female stroke	1.0	0.00014297969688304262	0.0010875767212605567
smoking 1	1.0	0.00014297969688304262	0.0009203011991784416
subarachnoid hemorrhage	1.0	0.00014297969688304262	0.001826771030874842
house senate	1.0	0.00014297969688304262	0.00048263613864118685
1991 2002	1.0	0.00014297969688304262	0.001826771030874842
world foster	1.0	0.00014297969688304262	0.0013735361150266417
government blocks	1.0	0.00014297969688304262	0.0009203011991784416
43 percent	1.0	0.00014297969688304262	0.0015408116371087568
healing length	1.0	0.00014297969688304262	0.001826771030874842
prime minister	1.0	0.00014297969688304262	0.001826771030874842
rights advocates	1.0	0.00014297969688304262	0.0010875767212605567
dr house	1.0	0.00014297969688304262	0.0008016173274944714
testosterone patch	1.0	0.00014297969688304262	0.001826771030874842
death records	1.0	0.00014297969688304262	0.0009688928495765864
national institute	1.0	0.00014297969688304262	0.0010875767212605567
search process	1.0	0.00014297969688304262	0.001826771030874842
speech wednesday	1.0	0.00014297969688304262	0.0015408116371087568
cleveland seftel	1.0	0.00014297969688304262	0.001826771030874842
health health	1.0	0.00014297969688304262	0.0006120362543682406
president george	1.0	0.00014297969688304262	0.0009688928495765864
california ap	1.0	0.00014297969688304262	0.0009203011991784416
unconstitutional schwarzenegger	1.0	0.00014297969688304262	0.0015408116371087568
rights reserved	1.0	0.00014297969688304262	0.0010875767212605567
needed cataract	1.0	0.00014297969688304262	0.0015408116371087568
washington susan	1.0	0.00014297969688304262	0.0011627938804924106
increases stroke	1.0	0.00014297969688304262	0.0013735361150266417
early job	1.0	0.00014297969688304262	0.0012548522433426716
hualan chen	1.0	0.00014297969688304262	0.001826771030874842
world health	1.0	0.00014297969688304262	0.0013735361150266417
related macular	1.0	0.00014297969688304262	0.001826771030874842
abstract 222	1.0	0.00014297969688304262	0.001826771030874842
provoked bitter	1.0	0.00014297969688304262	0.001826771030874842
paying citizens	1.0	0.00014297969688304262	0.001826771030874842
4 cigarettes	1.0	0.00014297969688304262	0.001826771030874842
red legged	1.0	0.00014297969688304262	0.0015408116371087568
stem outbreaks	1.0	0.00014297969688304262	0.001826771030874842
drug darted	1.0	0.00014297969688304262	0.0008016173274944714
journal aids	1.0	0.00014297969688304262	0.0008016173274944714
roberts repeatedly	1.0	0.00014297969688304262	0.00038427914658589334
law allowing	1.0	0.00014297969688304262	0.0008016173274944714
rep nick	1.0	0.00014297969688304262	0.0015408116371087568
boys making	1.0	0.00014297969688304262	0.001826771030874842
infection rates	1.0	0.00014297969688304262	0.0013735361150266417
1 million	1.0	0.00014297969688304262	0.0012548522433426716
senior legislative	1.0	0.00014297969688304262	0.0015408116371087568
lower risk	1.0	0.00014297969688304262	0.0013735361150266417
higher doses	1.0	0.00014297969688304262	0.0011627938804924106
expected confirmation	1.0	0.00014297969688304262	0.0015408116371087568
mice reported	1.0	0.00014297969688304262	0.0010239815192770142
low intake	1.0	0.00014297969688304262	0.0010875767212605567
blood flow	1.0	0.00014297969688304262	0.001826771030874842
developing age	1.0	0.00014297969688304262	0.0013735361150266417
nearby males	1.0	0.00014297969688304262	0.001826771030874842
year veteran	1.0	0.00014297969688304262	0.0008375140624340937
hussein baghdad	1.0	0.00014297969688304262	0.0015408116371087568
british medical	1.0	0.00014297969688304262	0.001826771030874842
observational study	1.0	0.00014297969688304262	0.001826771030874842
katrina woznicki	1.0	0.00014297969688304262	0.001826771030874842
telephone interview	1.0	0.00014297969688304262	0.001826771030874842
species thwarted	1.0	0.00014297969688304262	0.0007685955324072721
bushnell cautioned	1.0	0.00014297969688304262	0.0011627938804924106
documented previous	1.0	0.00014297969688304262	0.001826771030874842
court system	1.0	0.00014297969688304262	0.0006120362543682406
pregnancy outcomes	1.0	0.00014297969688304262	0.0010875767212605567
bush presenting	1.0	0.00014297969688304262	0.0008016173274944714
fred thompson	1.0	0.00014297969688304262	0.001826771030874842
bird virus	1.0	0.00014297969688304262	0.0010875767212605567
dohan al	1.0	0.00014297969688304262	0.001826771030874842
time job	1.0	0.00014297969688304262	0.0007685955324072721
pm iraq	1.0	0.00014297969688304262	0.001826771030874842
children roberts	1.0	0.00014297969688304262	0.0012548522433426716
week roller	1.0	0.00014297969688304262	0.0010239815192770142
week offer	1.0	0.00014297969688304262	0.0010239815192770142
close proximity	1.0	0.00014297969688304262	0.0013735361150266417
west virginia	1.0	0.00014297969688304262	0.001826771030874842
president bill	1.0	0.00014297969688304262	0.0009688928495765864
time glitz	1.0	0.00014297969688304262	0.0007685955324072721
endothelial dysfunction	1.0	0.00014297969688304262	0.001826771030874842
presenting investigator	1.0	0.00014297969688304262	0.0015408116371087568
compensate property	1.0	0.00014297969688304262	0.001826771030874842
highly qualified	1.0	0.00014297969688304262	0.001826771030874842
based researchers	1.0	0.00014297969688304262	0.0012548522433426716
habitat ranges	1.0	0.00014297969688304262	0.0011627938804924106
domestic ducks	1.0	0.00014297969688304262	0.001826771030874842
eliminated payments	1.0	0.00014297969688304262	0.001826771030874842
victims unit	1.0	0.00014297969688304262	0.001826771030874842
hill shifts	1.0	0.00014297969688304262	0.001826771030874842
charles schumer	1.0	0.00014297969688304262	0.001826771030874842
researchers studying	1.0	0.00014297969688304262	0.00048263613864118685
special assistant	1.0	0.00014297969688304262	0.0013735361150266417
statin drugs	1.0	0.00014297969688304262	0.0015408116371087568
characters stories	1.0	0.00014297969688304262	0.001826771030874842
significant impact	1.0	0.00014297969688304262	0.0013735361150266417
common pregnancy	1.0	0.00014297969688304262	0.001826771030874842
environmental politics	1.0	0.00014297969688304262	0.0012548522433426716
medical center	1.0	0.00014297969688304262	0.0005332159962574519
solicitor general	1.0	0.00014297969688304262	0.001826771030874842
sudden weight	1.0	0.00014297969688304262	0.0015408116371087568
failed 216	1.0	0.00014297969688304262	0.001826771030874842
neal baer	1.0	0.00014297969688304262	0.001826771030874842
contentious battles	1.0	0.00014297969688304262	0.0015408116371087568
group rated	1.0	0.00014297969688304262	0.0011627938804924106
school ties	1.0	0.00014297969688304262	0.0008375140624340937
iraqi people	1.0	0.00014297969688304262	0.0010875767212605567
solid majority	1.0	0.00014297969688304262	0.001826771030874842
rewrite faces	1.0	0.00014297969688304262	0.001826771030874842
concordia university	1.0	0.00014297969688304262	0.001826771030874842
evolving fairly	1.0	0.00014297969688304262	0.001826771030874842
diagnose patients	1.0	0.00014297969688304262	0.001826771030874842
investigators identified	1.0	0.00014297969688304262	0.0008768344867263255
clinical instructor	1.0	0.00014297969688304262	0.0015408116371087568
78 22	1.0	0.00014297969688304262	0.001826771030874842
xigris drotrecogin	1.0	0.00014297969688304262	0.0013735361150266417
dozen writers	1.0	0.00014297969688304262	0.0015408116371087568
tobacco control	1.0	0.00014297969688304262	0.001826771030874842
reserve university	1.0	0.00014297969688304262	0.001826771030874842
devising medical	1.0	0.00014297969688304262	0.001826771030874842
existing endangered	1.0	0.00014297969688304262	0.001826771030874842
imperfect house	1.0	0.00014297969688304262	0.001826771030874842
reduce lung	1.0	0.00014297969688304262	0.0010239815192770142
fairly rapidly	1.0	0.00014297969688304262	0.001826771030874842
boston foster	1.0	0.00014297969688304262	0.0008375140624340937
tv writing	1.0	0.00014297969688304262	0.0011627938804924106
sandra day	1.0	0.00014297969688304262	0.001826771030874842
tv television	1.0	0.00014297969688304262	0.0011627938804924106
bilateral cataract	1.0	0.00014297969688304262	0.001826771030874842
french smith	1.0	0.00014297969688304262	0.001826771030874842
appearing ill	1.0	0.00014297969688304262	0.001826771030874842
california supreme	1.0	0.00014297969688304262	0.0009203011991784416
proposal failed	1.0	0.00014297969688304262	0.001826771030874842
cholesterol cigarette	1.0	0.00014297969688304262	0.0015408116371087568
received surgical	1.0	0.00014297969688304262	0.0015408116371087568
colleague dr	1.0	0.00014297969688304262	0.001826771030874842
infectious diseases	1.0	0.00014297969688304262	0.0015408116371087568
10 cigarettes	1.0	0.00014297969688304262	0.0013735361150266417
wife jane	1.0	0.00014297969688304262	0.0010875767212605567
risk soy	1.0	0.00014297969688304262	0.00033707890458689523
land mcclellan	1.0	0.00014297969688304262	0.0015408116371087568
confrontation democrats	1.0	0.00014297969688304262	0.001826771030874842
diseases version	1.0	0.00014297969688304262	0.0013735361150266417
drug administration	1.0	0.00014297969688304262	0.0008016173274944714
mcclellan called	1.0	0.00014297969688304262	0.0015408116371087568
treatment university	1.0	0.00014297969688304262	0.0015408116371087568
california rancher	1.0	0.00014297969688304262	0.0009203011991784416
experienced nausea	1.0	0.00014297969688304262	0.001826771030874842
working full	1.0	0.00014297969688304262	0.0015408116371087568
year matches	1.0	0.00014297969688304262	0.0008375140624340937
closely monitor	1.0	0.00014297969688304262	0.0015408116371087568
improve species	1.0	0.00014297969688304262	0.0015408116371087568
replication system	1.0	0.00014297969688304262	0.001826771030874842
311 women	1.0	0.00014297969688304262	0.001826771030874842
astute mind	1.0	0.00014297969688304262	0.001826771030874842
13 5	1.0	0.00014297969688304262	0.001826771030874842
puffing cigarettes	1.0	0.00014297969688304262	0.001826771030874842
spotted owl	1.0	0.00014297969688304262	0.001826771030874842
nominee 22	1.0	0.00014297969688304262	0.0011627938804924106
pombo told	1.0	0.00014297969688304262	0.0012548522433426716
note cnn	1.0	0.00014297969688304262	0.0015408116371087568
russian roulette	1.0	0.00014297969688304262	0.001826771030874842
law environmentalists	1.0	0.00014297969688304262	0.0008016173274944714
rented house	1.0	0.00014297969688304262	0.001826771030874842
biggest payoff	1.0	0.00014297969688304262	0.0015408116371087568
plans eliminated	1.0	0.00014297969688304262	0.0011627938804924106
36 percent	1.0	0.00014297969688304262	0.001826771030874842
nonsmokers suggesting	1.0	0.00014297969688304262	0.001826771030874842
predicting dementia	1.0	0.00014297969688304262	0.0015408116371087568
family foster	1.0	0.00014297969688304262	0.001826771030874842
sexes smoking	1.0	0.00014297969688304262	0.001826771030874842
entertainment industry	1.0	0.00014297969688304262	0.0015408116371087568
abruption preeclampsia	1.0	0.00014297969688304262	0.001826771030874842
age oligohydramnios	1.0	0.00014297969688304262	0.0009688928495765864
copyright 2005	1.0	0.00014297969688304262	0.001826771030874842
senior associate	1.0	0.00014297969688304262	0.0015408116371087568
widely expected	1.0	0.00014297969688304262	0.001826771030874842
pilot called	1.0	0.00014297969688304262	0.001826771030874842
2005 abstract	1.0	0.00014297969688304262	0.0012548522433426716
palatin technologies	1.0	0.00014297969688304262	0.0015408116371087568
foster abandoned	1.0	0.00014297969688304262	0.0005515546686680083
reuters smokers	1.0	0.00014297969688304262	0.0015408116371087568
pacific ocean	1.0	0.00014297969688304262	0.001826771030874842
school year	1.0	0.00014297969688304262	0.0008375140624340937
journal cancer	1.0	0.00014297969688304262	0.0008016173274944714
trained general	1.0	0.00014297969688304262	0.001826771030874842
ceremony monday	1.0	0.00014297969688304262	0.0011627938804924106
chooses consensus	1.0	0.00014297969688304262	0.0015408116371087568
animal influenza	1.0	0.00014297969688304262	0.0015408116371087568
treat bush	1.0	0.00014297969688304262	0.0013735361150266417
houston investigators	1.0	0.00014297969688304262	0.001826771030874842
bird strain	1.0	0.00014297969688304262	0.0010875767212605567
uncertain future	1.0	0.00014297969688304262	0.001826771030874842
melanoma risk	1.0	0.00014297969688304262	0.0015408116371087568
replacement john	1.0	0.00014297969688304262	0.0015408116371087568
minister iyad	1.0	0.00014297969688304262	0.0015408116371087568
medical license	1.0	0.00014297969688304262	0.0005332159962574519
saddam faces	1.0	0.00014297969688304262	0.0011627938804924106
administration officials	1.0	0.00014297969688304262	0.0010875767212605567
sept 28	1.0	0.00014297969688304262	0.001826771030874842
ap iraq	1.0	0.00014297969688304262	0.0011627938804924106
scientists fear	1.0	0.00014297969688304262	0.0015408116371087568
job eventually	1.0	0.00014297969688304262	0.0009688928495765864
broadcast rewritten	1.0	0.00014297969688304262	0.001826771030874842
older people	1.0	0.00014297969688304262	0.0011627938804924106
procter &	1.0	0.00014297969688304262	0.001826771030874842
people isn	1.0	0.00014297969688304262	0.0008375140624340937
low risk	1.0	0.00014297969688304262	0.0010875767212605567
male counterparts	1.0	0.00014297969688304262	0.001826771030874842
• health	1.0	0.00014297969688304262	0.001826771030874842
dental patients	1.0	0.00014297969688304262	0.001826771030874842
increased sexual	1.0	0.00014297969688304262	0.0011627938804924106
house bill	1.0	0.00014297969688304262	0.00048263613864118685
special prosecutor	1.0	0.00014297969688304262	0.0013735361150266417
thursday aids	1.0	0.00014297969688304262	0.0011627938804924106
move back	1.0	0.00014297969688304262	0.0013735361150266417
27 percent	1.0	0.00014297969688304262	0.001826771030874842
oks overhaul	1.0	0.00014297969688304262	0.001826771030874842
internal medicine	1.0	0.00014297969688304262	0.001826771030874842
medicine dr	1.0	0.00014297969688304262	0.0007685955324072721
increases sex	1.0	0.00014297969688304262	0.0013735361150266417
senators viewed	1.0	0.00014297969688304262	0.0013735361150266417
harvard trained	1.0	0.00014297969688304262	0.0009688928495765864
